계약일자,발주기관,계약방법,목적물,계약명,계약금액,계약상대자
2026-01-29,인천광역시교육청학교지원단,2인이상수의,용역,인천과학예술영재학교 등 12교 실내 복도계단 청소용역,52396000,주식회사 아란환경
2026-01-27,인천광역시교육청학교지원단,2인이상수의,용역,인천대화초등학교 등 12교 실내 복도계단 청소용역,45991000,백마환경산업
2026-01-29,인천광역시교육청학교지원단,2인이상수의,용역,계양고등학교 등 12교 실내 복도계단 청소용역,37921000,주식회사 그린플러스알앤디
2026-03-12,인천백운초등학교,1인수의,용역,2026학년도 청소용역비(화장실 및 복도) 지급,37250000,사회적협동조합 서해크린
2026-03-03,인천후정초등학교,1인수의,용역,"2026학년도 청소용역(화장실,복도,다목적강당)비 지급",36150000,사회적협동조합 서해크린
2026-01-27,인천광역시교육청학교지원단,2인이상수의,용역,강남영상미디어고등학교 등 11교 실내 복도계단 청소용역,31996000,주식회사 베스트쉴드
2026-04-13,인천광역시교육청학교지원단,2인이상수의,용역,동인천고등학교 등 20교 운동장 배수로 청소 용역 시행 및 계약요청,31961000,아이엠빌딩주식회사
2026-04-13,인천광역시교육청학교지원단,2인이상수의,용역,인천부평서초등학교 등 20교 운동장 배수로 청소 용역 시행 및 계약요청,30140000,주식회사 송내이엔씨
2026-03-25,부원여자중학교,1인수의,용역,2026학년도 화장실 및 복도 청소 용역비 지급,28370000,사회적협동종합 서해크린
2026-03-05,부광고등학교,1인수의,용역,2026학년도 화장실 청소 용역비 지급,28022350,동연개발(주)
2026-03-04,인천부광초등학교,1인수의,용역,2026학년도 화장실 복도 청소 용역비 지급,26000000,서해크린
2026-03-01,인천숭의초등학교,1인수의,용역,화장실 및 복도 청소 용역비 지급,25524800,동연개발주식회사
2026-03-01,인천송명초등학교,1인수의,용역,2026학년도 화장실청소 용역 계약,23162880,주식회사 뉴크린아트
2026-03-19,인천학익초등학교,1인수의,용역,2026학년도 화장실 및 복도계단 청소 용역비 지급,22000000,인천희망지역자활센터
2026-03-03,가림고등학교,1인수의,용역,2026학년도 시설관리 청소용역비 지출,22000000,인천서구지역자활센터
2026-03-01,학익고등학교,1인수의,용역,"2026. 3월~ 2027. 2월 화장실 청소용역비 지급(26년8월, 27년1월 제외)",22000000,인천희망지역자활센터
2026-03-01,인천봉화초등학교,1인수의,용역,2026학년도 화장실 복도 청소유지보수 용역비 지급[2026.3월~2027.2월],22000000,인천서구지역자활센터
2026-03-25,부평여자중학교,1인수의,용역,2026학년도 화장실 청소 용역,20430000,사회적협동조합 서해크린
2026-03-01,부평서여자중학교,1인수의,용역,2026학년도 화장실청소 용역비,19880000,사회적협동조합 서해크린
2026-03-01,인천굴포초등학교,1인수의,용역,2026학년도 시설물청소 용역비 지급,19540000,사회적협동조합 서해크린
2026-03-01,인천대정초등학교,1인수의,용역,2026학년도 복도 및 계단 청소 용역비 지급,19490000,사회적협동조합 서해크린
2026-03-13,인천부평북초등학교,1인수의,용역,2026학년도 서관동 청소용역비 지급(개미서비스),18394000,주식회사 개미서비스
2026-03-04,인천진산초등학교,1인수의,용역,2026학년도 화장실 청소용역비 지급,18320000,사회적협동조합 서해크린
2026-03-04,인천진산초등학교,1인수의,용역,2026학년도 복도 및 계단 청소용역비 지급,18320000,사회적협동조합 서해크린
2026-03-01,인일여자고등학교,1인수의,용역,"2026학년도 교사2,3동 화장실 청소 용역 유지보수비 지급",18095000,선문그린존(주)
2026-03-16,삼산유치원,1인수의,용역,2026학년도 청소용역비 지급,17880000,주식회사 청소사랑
2026-03-30,인천서면초등학교,1인수의,용역,2026학년도 청소 인력 용역비,17372160,(주)뉴크린아트
2026-03-01,인천신촌초등학교,1인수의,용역,2026학년도 깨끗한 학교만들기 청소용역비,17030000,사회적협동조합 서해크린
2026-03-25,논현유치원,1인수의,용역,2026학년도 청소 용역비 지급,16610000,주식회사 청소사랑
2026-03-05,인천하정초등학교,1인수의,용역,2026학년도 복도청소 용역비 지급,15000000,주식회사 신진환경
2026-03-01,인천미래생활고등학교,1인수의,용역,2026학년도 공기순환기 필터 교체 및 청소 점검 용역료 지급,13937000,(주)은성에어케어
2026-06-24,인천광역시교육청학교지원단,2인이상수의,용역,서해5도 백령초등학교 등 6교 실내 복도계단 청소용역,10212640,주식회사 삼창기업
2026-04-30,인천루원중학교,1인수의,용역,공기정화장치 및 강당 공조기 필터 청소 실시,10026000,(주)왕성
2026-04-28,인천서흥초등학교,1인수의,용역,"선풍기, 창틀 먼지제거 및 바닥 청소 실시",9200000,대중환경
2026-06-10,인천서희학교,1인수의,용역,2026학년도 상반기 공기순환기 필터 점검·청소 및 필터교체,8692200,주식회사 알프스케어(시흥지점)
2026-05-27,인천은봉초등학교,1인수의,용역,은봉초 공기순환기 핕터 교체 및 냉난방기 청소,8686000,이에프솔루션 인천
2026-07-13,능허대중학교,1인수의,용역,2026학년도 상반기 교내 청소 용역,8000000,주식회사 신진환경
2026-05-29,인천검단가온중학교,1인수의,용역,"2026년 5월 당직경비, 화장실 청소 용역비 지급",7655760,(주)제일안전
2026-07-24,인천검단가온중학교,1인수의,용역,"2026년 7월 당직경비, 화장실 청소 용역비 지급",7607120,(주)제일안전
2026-03-11,인천이음초등학교,1인수의,용역,냉난방기(에어컨) 및 선풍기 청소 실시,7592000,주식회사 서광에스케이
2026-06-29,인천검단가온중학교,1인수의,용역,"2026년 6월 당직경비, 화장실 청소 용역비 지급",7571000,(주)제일안전
2026-06-08,인천청인학교,1인수의,용역,관리실및 특별실 청소,7172000,(주)비엠엔티
2026-07-10,인천명선초등학교,1인수의,용역,2026학년도 상반기 전열교환기 필터 청소,6853000,한원시스템케어
2026-06-19,인천온라인학교,1인수의,용역,강의실 및 계단 등 대청소 용역 실시,6300000,에이치클린
2026-03-10,청라유치원,1인수의,용역,유치원 교내 청소 및 소독 실시,5950000,이든시스템
2026-05-01,인천중산초등학교,1인수의,용역,"냉난방기 필터 그릴, 선풍기 및 화장실 환풍기 청소",5901500,비비에스
2026-02-19,인천광역시교육청학생교육문화회관,1인수의,용역,2026년 공연장 무대 및 객석청소 용역 실시,5800000,(주)윤빛이엔씨
2026-04-16,인천해원초등학교,1인수의,용역,교내 냉난방기 필터 세척 및 선풍기 청소,5796000,와우홈크리닝
2026-03-10,삼산고등학교,1인수의,용역,"교내 관리실, 특별실 바닥청소",5760000,와우홈크리닝
2026-03-27,인천청천초등학교,1인수의,용역,2026학년도 냉난방기 필터 및 선풍기 날개 청소,5742000,주식회사 청소사랑
2026-03-11,인천체육고등학교,1인수의,용역,수영장 벽면 바닥청소 녹제거 및 바란스탱크 청소 실시,5680000,고구려환경
2026-05-27,인천신흥초등학교,1인수의,용역,"미세먼지 저감을 위한 냉난방기, 공기순환기 필터 청소",5561600,(주)인천티에스시스템
2026-03-03,인천청학초등학교,1인수의,용역,본관 복도 및 계단 대청소,5510000,동연개발주식회사
2026-06-02,인천해원초등학교,1인수의,용역,본관 및 신관 체육관 청소,5280000,윤스케어
2026-04-13,인천체육고등학교,1인수의,용역,2026 기숙사 메트리스 세탁 및 청소 실시,5200000,에이치 클린
2026-04-30,인천생활과학고등학교,1인수의,용역,냉난방기 및 선풍기 청소 실시,5020000,준설비 주식회사
2026-04-17,인천경연초등학교,1인수의,용역,교내 선풍기 분해 청소 용역 실시,5016000,동연개발주식회사
2026-05-20,인천신대초등학교,1인수의,용역,"공기순환기 필터, 에어컨 필터, 선풍기 청소",5000000,(주)페펙트씨앤에스
2026-05-21,인천서화초등학교,1인수의,용역,운동장 배수로청소 및 덮게설치 작업비 지급,4866400,현대기획시설보수
2026-04-01,인천성리중학교,1인수의,용역,교내 선풍기 및 에어컨필터 청소 실시,4840000,(주)비비에스
2026-04-29,검단고등학교,1인수의,용역,상반기 학교 정화조 청소 비용 지급,4743990,청명환경
2026-04-13,인천단봉초등학교,1인수의,용역,2026학년도 급식실 학교급식후드청소 용역 실시,4500000,(주)동명티케이씨
2026-05-01,인천석남초등학교,1인수의,용역,교내 전체 냉난방기 및 선풍기 청소 실시,4493500,동연개발(주)
2026-04-29,인천산곡남초등학교,1인수의,용역,교내 냉난방기 및 선풍기 청소 용역비 지급,4474800,이노필터
2026-07-22,인천청람중학교,1인수의,용역,교실 청소 용역비,4400000,루비클린
2026-05-22,부평공업고등학교,1인수의,용역,"본과, 실습동,급식실등 선풍기 및 냉난방기 청소 실시",4398900,하나공조
2026-03-17,인천검단가온중학교,1인수의,용역,신설교 청소 용역비 지급,4356000,주식회사 경인그린환경
2026-05-18,인천단봉초등학교,1인수의,용역,교내동 선풍기 및 냉난방기 청소 용역 실시,4191000,대중환경
2026-04-17,인천먼우금초등학교,1인수의,용역,2026년 선풍기 분해 세척 및 냉난방기 필터 청소비 지급,4049100,블루윈드
2026-05-22,인천예송초등학교,1인수의,용역,선풍기 및 환풍기 분해 청소,4022560,두영
2026-04-07,인천하늘중학교,1인수의,용역,선풍기 및 냉난방기 필터 청소비 지급,4002900,블루윈드
2026-04-14,인천루원중학교,1인수의,용역,에어컨 필터 교체 및 선풍기 청소 실시,3920400,(주)청소사랑
2026-06-15,계산중학교,1인수의,용역,공기순환장치 내부 및 필터 청소,3900000,워시윈드
2026-04-16,인천용현초등학교,1인수의,용역,에어컨 필터 및 선풍기 청소 실시,3890000,온누리종합환경
2026-05-20,인천부흥고등학교,1인수의,용역,[G2B] 교내 냉난방기 필터청소 및 선풍기 청소 용역,3879000,윤빛이엔씨
2026-03-23,인천서창초등학교,1인수의,용역,선풍기 및 에어컨 필터 청소,3872000,고구려환경
2026-03-23,인천서창초등학교,1인수의,용역,선풍기 및 에어컨 필터 청소,3870000,고구려환경
2026-04-20,인천청람초등학교,1인수의,용역,교내 선풍기 및 에어컨 필터 청소,3825800,제이디아이
2026-07-14,인천반도체고등학교,1인수의,용역,2026학년도 상반기 급식실 후드청소 및 급식실 주방 하수구 배관 청소,3800000,(주)매직크린종합관리
2026-05-07,인천서희학교,1인수의,용역,선풍기 및 에어컨 필터 청소 용역,3784000,고구려 환경
2026-07-23,갑룡초등학교,1인수의,용역,식생활교육관 및 조리실 청소,3700000,클린스쿨 대한민국
2026-07-20,인천해송고등학교,1인수의,용역,2026학년 급식실 청소(용역)비 지급,3700000,(주)쎈큐
2026-07-15,인천영선초등학교,1인수의,용역,2026학년도 학교급식시설 청소 실시,3700000,(주)도담교육
2026-07-08,인천귤현초등학교,1인수의,용역,급식실 후드 청소,3700000,(주)쎈큐
2026-05-22,인천신촌초등학교,1인수의,용역,"학교 급식실 후드, 바닥청소",3700000,인천우진환경
2026-05-21,인천발산초등학교,1인수의,용역,2026년 학교급식시설 청소작업,3700000,청목
2026-05-11,인천굴포초등학교,1인수의,용역,급식실 후드 및 바닥 청소 실시,3700000,청목(꼼꼼한사람들)
2026-04-16,인천은봉초등학교,1인수의,용역,급식실 청소비,3700000,(주)쎈큐
2026-03-12,안남고등학교,1인수의,용역,2026학년도 급식실 후드·천정·바닥 청소 실시,3700000,인천우진환경
2026-04-15,인천부마초등학교,1인수의,용역,각 실 냉난방기 필터 세척 및 천장형 선풍기 분해청소 실시,3666000,상록토탈
2026-05-03,인천한별초등학교,1인수의,용역,각 실 선풍기 청소 작업 실시,3603600,주식회사 춘풍
2026-03-03,인천해송초등학교,1인수의,용역,2026학년도 해송초등학교 바닥 및 복도 청소 실시 비용 지급,3576000,고구려환경
2026-04-08,인천아람초등학교,1인수의,용역,2026학년도 교내 선풍기 청소 실시,3500000,온누리종합환경
2026-03-11,인천현송중학교,1인수의,용역,시설물청소원 휴게실 냉난방기 설치,3500000,그린공조 시스템
2026-04-01,인천중산중학교,1인수의,용역,냉난방기필터 및 선풍기 청소 실시 대금,3454000,클린플러스
2026-04-16,계산여자중학교,1인수의,용역,에어컨·선풍기 필터 청소비 지급,3444000,흐름
2026-04-07,인천신검단초등학교,1인수의,용역,교내 실내선풍기 청소,3372600,무지개크린
2026-03-24,인천논곡초등학교,1인수의,용역,교내 선풍기 청소비 지급,3363800,주식회사윈드윈
2026-05-21,연수고등학교,1인수의,용역,교내 선풍기 청소비 지급,3355000,클린에어존 수원점
2026-07-24,인천연학초등학교,1인수의,용역,학교 화장실 청소 용역비 지급,3350000,온누리종합환경
2026-05-14,인천송원초등학교,1인수의,용역,2026학년도 천정형 선풍기 및 에어컨 필터 청소 실시,3347000,토탈크린68
2026-04-01,제물포중학교,1인수의,용역,교실 및 특별실 선풍기 청소작업 실시,3339000,주식회사 윤빛이엔씨
2026-04-10,석정여자고등학교,1인수의,용역,교내 선풍기 청소,3300000,주식회사 제일안전
2026-04-10,인천양지초등학교,1인수의,용역,"선풍기 청소 및 에어컨 필터, 커버 청소 비용 지급",3300000,온누리종합환경
2026-04-24,인천별빛초등학교,1인수의,용역,교내 선풍기 청소 실시,3273000,주식회사 서광에스케이
2026-03-11,진산중학교,1인수의,용역,2026학년도 교내 냉난방기 및 선풍기 청소비 지급,3261500,블루윈드
2026-05-22,인천목향초등학교,1인수의,용역,선풍기 및 냉난방기 청소비 지급,3261000,와우홈크리닝
2026-04-29,인천새말초등학교,1인수의,용역,냉난방기 및 선풍기 청소 실시,3260000,와우홈크리닝
2026-04-18,인천석천초등학교,1인수의,용역,2026학년도 에어컨 필터 청소 및 선풍기 분해 청소비 지급,3201000,주식회사 청소사랑
2026-04-16,인천광역시교육청중앙도서관,1인수의,용역,도서관 바닥카페트 및 의자 청소 실시,3200000,(주)그린휴먼케어
2026-03-04,영종유치원,1인수의,용역,푸른관 전체 청소용역,3200000,주식회사크린웰
2026-05-12,인천효성고등학교,1인수의,용역,하절기 대비 교내 선풍기 청소,3179000,에이치클린
2026-04-07,미추홀외국어고등학교,1인수의,용역,선풍기 분해청소 실시,3157000,와우홈크리닝
2026-03-27,인천가현초등학교,1인수의,용역,교내 천장형선풍기 청소용역비,3157000,와우홈크리닝
2026-04-16,연수여자고등학교,1인수의,용역,2026학년도 상반기 냉난방기 필터 및 선풍기 청소 실시,3152600,(주) 크린웰
2026-03-05,동인천고등학교,1인수의,용역,2026년 정화조 청소 실시,3152000,주식회사 현대환경
2026-03-16,산곡남중학교,1인수의,용역,2026학년도 교사 내·외부 방역 및 저수조 청소 실시,3150000,상록토탈
2026-05-20,인천삼산초등학교,1인수의,용역,2026학년도 실별 선풍기 및 냉난방기 필터 청소,3124000,와우홈크리닝
2026-05-06,인천간재울초등학교,1인수의,용역,냉난방기 필터 및 선풍기 청소 용역,3118500,세종
2026-03-17,인천광역시교육청평생학습관,1인수의,용역,2026년 상반기 특별강의실 청소 실시,3113000,덕형코리아
2026-05-13,인화여자중학교,1인수의,용역,2026학년도 선풍기 및 냉난방기 필터 청소,3086600,(주)새한에이치엠
2026-04-29,인천송림초등학교,1인수의,용역,환기 및 미세먼지 저감을 위한 선풍기 및 냉난방기 청소 실시,3062400,블루윈드
2026-05-19,인천심곡초등학교,1인수의,용역,교내 냉난방기(멀티 실내기)기본세척 및 선풍기 청소 실시,3056900,(주)삼성크린시스템
2026-04-16,인천아라고등학교,1인수의,용역,선풍기 분해 청소비 지급,3033800,(주)춘풍
2026-04-02,인천검단초등학교,1인수의,용역,선풍기및 냉난방기 필터 청소,3031000,와우홈크리닝
2026-07-16,마전중학교,1인수의,용역,2026년도 상반기 급식시설(환기시설 및 학생식당) 청소,3000000,청목(꼼꼼한사람들)
2026-07-15,인천인동초등학교,1인수의,용역,2026학년도 상반기 급식실 후드 및 기타 급식시설 청소 실시,3000000,(주)아톰
2026-05-04,가좌고등학교,1인수의,용역,교실 선풍기 및 에어컨 필터 청소,2996200,(주)뉴크린아트
2026-06-12,인천첨단초등학교,1인수의,용역,"1층 어울림실, 3층 강당 및 통로 계단 청소 실시",2990000,(주)크린웰
2026-04-27,인천검단가온중학교,1인수의,용역,2026년 4월 화장실 청소 용역비 지급,2941000,(주)제일안전
2026-03-26,인천검단가온중학교,1인수의,용역,2026년 3월 화장실청소 용역비 지급,2941000,(주)제일안전
2026-03-03,용현여자중학교,1인수의,용역,2026년도 정화조 청소 실시,2902620,녹색환경(주)
2026-05-20,석정여자고등학교,1인수의,용역,2026년 교내 정화조 청소 실시,2877000,정진환경
2026-07-14,인천청람초등학교,1인수의,용역,교내 지하주차장 및 기계실 청소,2860000,제이디아이
2026-05-18,연수여자고등학교,1인수의,용역,제5회 인천 체육인재 한마당 청소용역비 지급,2860000,(주)초림환경
2026-03-03,인천아라초등학교,1인수의,용역,교내 환경개선을 위한 지하주차장 청소 실시,2860000,무지개크린
2026-04-24,인천반도체고등학교,1인수의,용역,2026년 4월 시설물청소원 용역비 지급,2855200,네모클린 사회적협동조합
2026-04-30,명현중학교,1인수의,용역,천정형 선풍기 및 냉난방기 실내기 필터 청소 실시,2833600,주식회사 크린웰
2026-04-21,인천예송중학교,1인수의,용역,2026학년도 천정형 냉난방기 필터 및 선풍기 청소 용역비 지급,2828100,선명시스템
2026-04-24,인천성지초등학교,1인수의,용역,냉난방기 공청필터 및 교실 선풍기 청소비 지급,2827000,하나공조
2026-06-04,인천부흥초등학교,1인수의,용역,"본관,별관,신관 냉.난방기 필터 청소",2819000,하이엠솔루텍주식회사
2026-04-10,인천갈월초등학교,1인수의,용역,각 실 천정형 선풍기 날개 청소비 지급,2810000,(주)삼성종합관리
2026-03-04,인천산곡초등학교,1인수의,용역,"선풍기 날개 청소 및 학급 냉난방기 필터, 커버 청소",2800000,온누리종합환경
2026-07-08,인천중산초등학교,1인수의,용역,여름철 집중호우 피해 예방을 위한 옥상 배수로 고압 청소 및 일부 방수,2789000,로운
2026-04-02,인천기계공업고등학교,1인수의,용역,제61회 전국기능경기대회 대비 실내환경 청소비용 지급,2780000,온누리종합환경
2026-04-27,인천장서초등학교,1인수의,용역,공기질 향상을 위한 선풍기 청소,2778600,(주)새한에이치엠
2026-05-11,인천구산초등학교,1인수의,용역,냉난방기 필터 및 선풍기 청소 실시,2777000,와우홈크리닝
2026-04-17,인천사리울중학교,1인수의,용역,교사동 선풍기 및 냉난방기 필터 청소 용역 실시,2776400,주식회사 크린웰
2026-04-17,인천용유초등학교,1인수의,용역,2026년도 배수로 청소 및 토사물 처리,2772000,지엠알엔터프라이즈
2026-06-26,인천화전초등학교,1인수의,용역,신관4층 영어전담5실 청소,2766500,창성크린
2026-05-08,인천백학초등학교,1인수의,용역,선풍기 및 냉난방기 필터 청소 대금 지급,2753000,모두의클린업협동조합
2026-06-11,인천해양과학고등학교,1인수의,용역,2026학년도 체육관 대청소 용역 대금 지급,2750000,세종
2026-04-27,인천과학예술영재학교,1인수의,용역,2026학년도 연못 청소 실시,2750000,형제크린
2026-03-06,인천반도체고등학교,1인수의,용역,본교 생태 연못 청소 작업 실시,2750000,그린 프로 청소
2026-04-21,인천도담초등학교,1인수의,용역,교내 선풍기 청소비 지급,2736800,주식회사 쎈큐
2026-04-27,인천청라중학교,1인수의,용역,교실 선풍기 청소,2728000,주식회사 에이스휴먼
2026-04-09,인천인동초등학교,1인수의,용역,2026학년도 선풍기 청소,2719200,주식회사 서광에스케이
2026-05-10,인천화전초등학교,1인수의,용역,교사동 선풍기 청소,2718000,창성크린
2026-04-14,인천원당고등학교,1인수의,용역,교내 선풍기 청소 실시,2710400,주식회사 춘풍
2026-03-01,인천공항초등학교,1인수의,용역,2026학년도 저수조 청소(하반기) 및 정기방역비,2705000,주덕인환경
2026-03-01,인천운남고등학교,1인수의,용역,2026년 3월 학교 청소 용역비 지급,2701400,동연개발(주)
2026-04-28,인천명선초등학교,1인수의,용역,2026학년도 여름철 대비 전체교실 및 특별실 선풍기 청소,2695550,주식회사 봄날엔청소
2026-04-20,인천계양초등학교,1인수의,용역,2026학년도 학교시설물(냉.난방기) 청소 실시,2675000,현대기획시설보수
2026-04-13,인천개흥초등학교,1인수의,용역,2026년 각 실(교실 포함) 에어컨 필터 및 선풍기 청소,2644000,하나공조
2026-07-14,인천발산초등학교,1인수의,용역,2026학년도 유치원 여름방학맞이 전체청소 및 놀이터 소독 실시,2620000,새롬시스템
2026-04-20,간재울중학교,1인수의,용역,2026 교내 선풍기 청소,2612000,주식회사 서광에스케이
2026-03-25,제물포고등학교,1인수의,용역,2026학년도 3월 화장실 청소용역비 지급,2609000,주식회사 태성벨
2026-07-23,인천연안초등학교,1인수의,용역,급식실 환기시설 및 식당 청소비 지급,2600000,자연환경 숨터
2026-07-21,부광중학교,1인수의,용역,"급식실 후드, 주방 및 식당 청소비 지급",2600000,청목(꼼꼼한사람들)
2026-07-20,인천병방초등학교,1인수의,용역,급식실 후드 및 식당바닥 청소비,2600000,주식회사 아톰
2026-07-20,서운중학교,1인수의,용역,2026학년도 상반기 급식실 후드 및 식당 바닥 청소비 지출,2600000,주식회사 아톰
2026-07-16,인천마전고등학교,1인수의,용역,급식실 후드 및 바닥 청소,2600000,주식회사 아톰
2026-07-15,인천연수초등학교,1인수의,용역,학교급식시설 청소(용역) 실시,2600000,주식회사 에어솔환경 경인지점
2026-07-15,인천주안초등학교,1인수의,용역,2026년 여름방학 급식실 후드 및 식당 청소비 지급,2600000,청목
2026-03-25,인천가정초등학교,1인수의,용역,2026학년도 학교급식시설 후드 청소(용역)비,2600000,주식회사 쎈큐
2026-03-17,상인천중학교,1인수의,용역,2026학년도 교내 방역(소독) 및 저수조 청소 실시,2600000,에이치클린
2026-03-13,부광고등학교,1인수의,용역,2026년 학교 정화조 청소 실시,2593000,삼우환경
2026-06-01,인천작동초등학교,1인수의,용역,2026년 정화조 청소 실시,2586200,황금환경 주식회사
2026-03-17,인천영종초등학교,1인수의,용역,2026학년도 연간 방역 및 저수조 청소 용역비 지급(금산분교 포함),2560000,(주)나래환경
2026-04-07,인천효성동초등학교,1인수의,용역,교내 선풍기 및 냉난방기 청소,2547000,와우홈크리닝
2026-04-24,부평서여자중학교,1인수의,용역,"각 실 선풍기, 냉난방기(필터) 청소",2536600,하나공조
2026-07-03,인천아람초등학교,1인수의,용역,2026학년도 유치원 1학기 놀잇감 소독 및 교실 청소,2530000,주식회사 지엘홀딩스
2026-05-27,선학중학교,1인수의,용역,강당 커텐 세탁 및 청소,2530000,온누리종합환경
2026-04-03,서운중학교,1인수의,용역,"교내 선풍기(날개, 커버) 세척 및 청소비 지급",2516800,(주)청소사랑
2026-04-17,부원중학교,1인수의,용역,2026년 선풍기 및 난방기 필터 청소 실시,2516000,새인클리너
2026-04-22,인천병방초등학교,1인수의,용역,본교 선풍기 및 냉난방기 필터 청소비,2512000,사회적협동조합 서해크린
2026-04-20,인천소래초등학교,1인수의,용역,선풍기 청소 세척 실시,2508000,(주)청소사랑
2026-07-21,가림고등학교,1인수의,용역,급식실 후드청소비 및 기타 급식시설 청소비,2500000,(주) 도담교육
2026-05-14,인천효성초등학교,1인수의,용역,2026학년도 학교급식시설 청소(용역)비 지원에 따른 청소비 지급,2500000,와우홈크리닝
2026-05-21,연수고등학교,1인수의,용역,교내 냉난방기 청소비 지급,2494800,클린에어존 수원점
2026-04-30,인천디자인고등학교,1인수의,용역,미세먼지 저감을 위한 선풍기 청소 실시,2475000,덕형코리아
2026-04-17,백석고등학교,1인수의,용역,미세먼지 저감 관련 선풍기 청소,2475000,제이원시스템
2026-04-03,만수북중학교,1인수의,용역,"선풍기, 냉난방기 청소용역비 지급",2474000,주식회사 크린웰
2026-05-21,인천가정초등학교,1인수의,용역,교내 선풍기 및 화장실 환풍기 세척 청소,2472000,블루윈드
2026-03-19,제물포고등학교,1인수의,용역,정화조 청소 실시,2463520,경동환경
2026-04-01,인천효성서초등학교,1인수의,용역,2026학년도 정화조 청소 작업비 지급,2451000,황금환경
2026-05-18,인천갈산초등학교,1인수의,용역,냉난방기 및 천정형 선풍기 청소,2449700,가람솔
2026-05-11,인천장도초등학교,1인수의,용역,천정형 선풍기 청소,2448600,미소앤미래로 사회적협동조합
2026-03-12,인천만수북초등학교,1인수의,용역,2026년 정화조 청소,2440600,남해환경
2026-05-08,인천문남초등학교,1인수의,용역,2026학년도 냉난방기 필터 및 선풍기 청소,2422200,주식회사 크린웰
2026-04-13,인천부흥초등학교,1인수의,용역,2026학년도 각 실 선풍기 청소,2402400,와우홈크리닝
2026-06-25,인천진산과학고등학교,1인수의,용역,2026학년도 상반기 급식소 조리실 및 식당 청소,2400000,청목(꼼꼼한사람들)
2026-05-27,강남영상미디어고등학교,1인수의,용역,2026년 상반기 학교급식 시설(배기후드외)청소 용역비 지출,2400000,클린에이치
2026-03-18,인천체육고등학교,1인수의,용역,2026학년도 학교급식시설 청소용역비 지급,2400000,주식회사 아톰
2026-04-16,인천공항중학교,1인수의,용역,2026학년도 각 실 선풍기 청소비 지급,2340000,주식회사 서광에스케이
2026-05-13,연수중학교,1인수의,용역,"2026학년도 선풍기,냉난방기필터 청소 용역",2325400,주식회사 크린웰
2026-03-26,인천반도체고등학교,1인수의,용역,2026년 3월 시설물청소 용역비 지급,2315700,네모클린 사회적협동조합
2026-06-04,인천신검단초등학교,1인수의,용역,공기정화장치 필터청소비 지급,2310000,엘에스시스템공조
2026-05-22,인천연송초등학교,1인수의,용역,2026년 천장형 선풍기 청소 용역 실시,2310000,(주)크린웰
2026-06-02,인천조동초등학교,1인수의,용역,교내 선풍기 및 냉난방기 필터 청소 실시,2306800,와우홈크리닝
2026-06-02,인천은송초등학교,1인수의,용역,2026학년도 여름철 천장형 냉난방기 필터 청소 실시비 지급,2304500,선명시스템
2026-04-17,인천미산초등학교,1인수의,용역,선풍기 및 냉난방기 필터 청소 실시,2301000,하나공조
2026-07-14,인천검암유치원,1인수의,용역,2026년도 방학 중 급식실 후드 및 청소 실시,2300000,더클린스쿨
2026-04-29,인천길주초등학교,1인수의,용역,선풍기 및 냉난방기 청소,2300000,주식회사 크린웰
2026-03-13,인천신석초등학교,1인수의,용역,2026년 교내 정화조 청소,2288000,세정실업
2026-07-06,인천능내초등학교,1인수의,용역,교사동 선풍기 청소작업,2280000,고구려환경
2026-04-28,인천현송초등학교,1인수의,용역,교내 전체 선풍기 청소 용역 실시,2250600,주식회사 크린웰
2026-04-30,검단고등학교,1인수의,용역,2026학년도 상반기 급식실 후드청소 및 기타청소 비용 지급,2250000,인천우진환경
2026-03-05,인천동부초등학교,1인수의,용역,신학기 신관동 교실 청소,2242000,모어클린
2026-07-18,인천고등학교,1인수의,용역,"정화조 청소(본관, 백주년기념관)",2227100,(주)새천년인천환경
2026-07-16,인천고잔유치원,1인수의,용역,2026년 상반기 배기후드 및 조리실 전체 청소 실시,2220000,클린 스탭
2026-03-31,강남중학교,1인수의,용역,2026학년도 교내 소독 및 저수조 청소 용역,2208000,대신환경방역공사
2026-03-05,인천아라초등학교,1인수의,용역,새학기 맞이 특별실 및 관리실 대청소 실시,2205000,무지개크린
2026-03-20,인천단봉중학교,1인수의,용역,3.1.자 개교에 따른 학교 지하주차장 입주청소 실시,2200000,주식회사 서광에스케이
2026-04-10,인천예일고등학교,1인수의,용역,2026학년도 하절기에어컨 필터 청소 지출,2174000,주식회사 신진환경
2026-06-17,인천계양초등학교,1인수의,용역,2026년 정화조 청소 실시,2166800,(주)황금환경
2026-04-24,인천새봄초등학교,1인수의,용역,2026학년도 교사동 선풍기 청소 실시,2164000,주식회사 서광에스케이
2026-03-17,인천해서초등학교,1인수의,용역,2026학년도 교내 방역 및 저수조 청소비 지급,2160000,대신환경방역공사
2026-03-27,부원여자중학교,1인수의,용역,교내 선풍기 청소 실시,2149000,와우홈크리닝
2026-07-01,인천대중예술고등학교,1인수의,용역,라온관 급식실 내 조리실무사 휴게실 화재로 인한 급식실 분진 청소 실시,2148000,고구려 환경
2026-03-25,인천전자마이스터고등학교,1인수의,용역,정화조 청소 실시,2130620,(주)남구정화조
2026-06-05,인천단봉중학교,1인수의,용역,선풍기 및 에어컨 청소 실시,2130200,주식회사 서광에스케이
